DeviceId,Timestamp,EventType,Severity,Message,ErrorCode
PM-2024-009,2026-01-25 02:49:02,Warning,Medium,Communication timeout,7382
PM-2024-005,2026-01-11 18:27:02,Info,Medium,Connection lost,3928
PM-2024-002,2026-01-13 14:11:02,Info,Low,Firmware update required,8191
PM-2024-007,2026-01-29 14:34:02,Warning,Medium,Communication timeout,3322
PM-2024-002,2026-01-20 06:14:02,Info,Low,Temperature threshold exceeded,3056
PM-2024-003,2026-02-05 11:27:02,Error,Critical,Sensor calibration needed,1211
PM-2024-010,2026-01-29 10:21:02,Error,High,Lead impedance high,4272
PM-2024-010,2026-01-16 12:17:02,Error,Critical,Battery voltage low,2213
PM-2024-009,2026-01-09 19:33:02,Error,Critical,Telemetry signal weak,4010
PM-2024-008,2026-01-26 22:15:02,Error,Critical,Lead impedance high,9159
PM-2024-003,2026-01-16 18:44:02,Warning,Medium,Data corruption detected,7918
PM-2024-001,2026-01-27 01:36:02,Info,Low,Sensor calibration needed,3005
PM-2024-002,2026-02-07 04:06:02,Warning,Medium,Lead impedance high,4308
PM-2024-009,2026-01-19 23:44:02,Warning,Low,Power supply fluctuation,2900
PM-2024-001,2026-02-07 00:08:02,Critical,High,Telemetry signal weak,7228
PM-2024-010,2026-01-12 17:16:02,Warning,Low,Pacing threshold exceeded,8599
PM-2024-005,2026-01-22 18:41:02,Warning,Medium,Lead impedance high,6327
PM-2024-007,2026-02-04 05:21:02,Critical,High,Firmware update required,4135
PM-2024-009,2026-01-28 13:24:02,Info,Low,Firmware update required,9300
PM-2024-007,2026-01-27 07:46:02,Info,Low,Device overheating,2205
PM-2024-009,2026-02-04 22:18:02,Warning,Medium,Device overheating,5174
PM-2024-010,2026-01-27 01:36:02,Warning,Medium,Abnormal heart rhythm detected,5123
PM-2024-001,2026-01-29 22:39:02,Info,Medium,Pacing threshold exceeded,1881
PM-2024-005,2026-01-21 23:12:02,Info,Medium,Sensor calibration needed,8104
PM-2024-009,2026-02-08 04:03:02,Info,Medium,Telemetry signal weak,7990
PM-2024-010,2026-01-21 07:13:02,Info,Low,Sensor calibration needed,9873
PM-2024-001,2026-01-15 23:12:02,Warning,Medium,Telemetry signal weak,5883
PM-2024-010,2026-01-13 22:34:02,Warning,Low,Battery voltage low,4386
PM-2024-005,2026-01-20 09:50:02,Warning,Medium,Power supply fluctuation,1526
PM-2024-006,2026-02-04 22:39:02,Warning,Low,Power supply fluctuation,2046
PM-2024-003,2026-01-20 22:56:02,Warning,Low,Lead impedance high,4800
PM-2024-003,2026-01-14 06:08:02,Warning,Low,Sensor malfunction,9421
PM-2024-009,2026-02-05 09:13:02,Info,Low,Telemetry signal weak,5598
PM-2024-001,2026-01-30 18:39:02,Info,Low,Sensor calibration needed,5077
PM-2024-004,2026-01-30 17:29:02,Warning,Medium,Telemetry signal weak,6620
PM-2024-008,2026-01-17 00:47:02,Warning,Medium,Temperature threshold exceeded,3388
PM-2024-003,2026-02-06 01:40:02,Error,High,Lead impedance high,7800
PM-2024-010,2026-01-14 00:06:02,Warning,Low,Abnormal heart rhythm detected,3325
PM-2024-007,2026-01-21 16:57:02,Info,Low,Temperature threshold exceeded,8792
PM-2024-005,2026-01-13 12:26:02,Critical,Critical,Memory checksum error,1673
PM-2024-007,2026-02-08 05:44:02,Info,Low,Sensor malfunction,8420
PM-2024-008,2026-01-18 23:12:02,Warning,Medium,Power supply fluctuation,4138
PM-2024-006,2026-02-06 01:53:02,Critical,Critical,Pacing threshold exceeded,1841
PM-2024-009,2026-01-13 16:02:02,Warning,Medium,Pacing threshold exceeded,7787
PM-2024-008,2026-02-07 11:18:02,Warning,Medium,Power supply fluctuation,4062
PM-2024-002,2026-02-06 20:20:02,Warning,Low,Telemetry signal weak,8940
PM-2024-001,2026-01-16 05:19:02,Info,Low,Device overheating,9039
PM-2024-003,2026-01-11 09:02:02,Critical,Critical,Temperature threshold exceeded,8206
PM-2024-009,2026-01-15 09:21:02,Info,Medium,Lead impedance high,1046
PM-2024-004,2026-02-02 21:13:02,Warning,Low,Battery voltage low,4587
PM-2024-010,2026-02-02 16:53:02,Info,Medium,Sensor malfunction,7775
PM-2024-010,2026-01-10 03:22:02,Warning,Medium,Connection lost,6133
PM-2024-010,2026-01-18 14:21:02,Warning,Medium,Firmware update required,3757
PM-2024-008,2026-01-24 05:28:02,Warning,Low,Sensor calibration needed,7672
PM-2024-005,2026-01-18 11:12:02,Info,Medium,Device overheating,3162
PM-2024-003,2026-01-24 22:33:02,Info,Medium,Battery voltage low,9436
PM-2024-002,2026-01-21 17:10:02,Warning,Low,Telemetry signal weak,5020
PM-2024-006,2026-01-26 19:46:02,Error,High,Lead impedance high,3032
PM-2024-004,2026-01-18 14:25:02,Warning,Low,Battery voltage low,5532
PM-2024-008,2026-02-07 23:27:02,Info,Low,Memory checksum error,6825
PM-2024-008,2026-01-11 20:09:02,Warning,Low,Pacing threshold exceeded,6161
PM-2024-001,2026-01-28 11:51:02,Info,Low,Memory checksum error,9114
PM-2024-008,2026-01-17 13:01:02,Info,Low,Battery voltage low,9458
PM-2024-003,2026-01-27 11:09:02,Info,Low,Telemetry signal weak,5072
PM-2024-005,2026-01-18 11:29:02,Warning,Low,Data corruption detected,7487
PM-2024-005,2026-01-17 23:08:02,Warning,Medium,Abnormal heart rhythm detected,3088
PM-2024-007,2026-01-21 17:15:02,Warning,Medium,Abnormal heart rhythm detected,1008
PM-2024-008,2026-01-25 08:34:02,Warning,Low,Power supply fluctuation,6195
PM-2024-005,2026-01-22 01:10:02,Info,Medium,Lead impedance high,6931
PM-2024-004,2026-02-07 12:52:02,Info,Low,Communication timeout,2997
PM-2024-010,2026-01-26 06:50:02,Critical,High,Power supply fluctuation,5868
PM-2024-002,2026-01-10 15:28:02,Info,Medium,Telemetry signal weak,7390
PM-2024-008,2026-01-17 10:58:02,Warning,Low,Communication timeout,1182
PM-2024-009,2026-02-05 13:58:02,Warning,Medium,Firmware update required,4027
PM-2024-005,2026-01-12 21:14:02,Info,Low,Data corruption detected,7556
PM-2024-010,2026-01-17 22:01:02,Warning,Medium,Battery voltage low,3588
PM-2024-004,2026-02-07 05:37:02,Error,Critical,Temperature threshold exceeded,6067
PM-2024-008,2026-01-22 16:23:02,Info,Low,Sensor malfunction,2098
PM-2024-007,2026-01-25 22:42:02,Warning,Low,Sensor malfunction,7768
PM-2024-010,2026-02-08 11:28:02,Error,Critical,Temperature threshold exceeded,8214
PM-2024-010,2026-01-27 15:19:02,Info,Low,Power supply fluctuation,5352
PM-2024-010,2026-01-21 09:20:02,Warning,Medium,Data corruption detected,7630
PM-2024-007,2026-01-09 22:02:02,Info,Medium,Abnormal heart rhythm detected,3810
PM-2024-008,2026-01-21 13:09:02,Critical,Critical,Firmware update required,5093
PM-2024-010,2026-01-10 20:38:02,Warning,Medium,Data corruption detected,7461
PM-2024-009,2026-01-31 03:52:02,Warning,Low,Abnormal heart rhythm detected,7405
PM-2024-002,2026-01-15 22:52:02,Warning,Low,Battery voltage low,3266
PM-2024-010,2026-01-18 04:23:02,Error,High,Device overheating,3270
PM-2024-003,2026-01-31 03:38:02,Error,High,Battery voltage low,9876
PM-2024-004,2026-02-08 13:03:02,Warning,Low,Battery voltage low,8546
PM-2024-003,2026-01-24 23:11:02,Info,Medium,Abnormal heart rhythm detected,6223
PM-2024-002,2026-01-14 08:41:02,Info,Medium,Sensor malfunction,9757
PM-2024-008,2026-01-29 17:16:02,Warning,Low,Telemetry signal weak,6685
PM-2024-001,2026-01-12 06:26:02,Info,Medium,Power supply fluctuation,8207
PM-2024-003,2026-01-12 21:28:02,Info,Medium,Telemetry signal weak,7240
PM-2024-008,2026-01-26 22:54:02,Info,Medium,Power supply fluctuation,1148
PM-2024-006,2026-02-04 23:22:02,Warning,Medium,Battery voltage low,6355
PM-2024-004,2026-02-07 15:45:02,Critical,Critical,Sensor malfunction,3623
PM-2024-005,2026-02-02 18:09:02,Info,Medium,Data corruption detected,9754
PM-2024-001,2026-01-24 18:01:02,Warning,Medium,Memory checksum error,9837
PM-2024-001,2026-02-06 05:03:02,Info,Medium,Abnormal heart rhythm detected,4965
PM-2024-003,2026-02-02 03:02:02,Warning,Medium,Sensor malfunction,8974
PM-2024-002,2026-02-02 11:03:02,Info,Low,Telemetry signal weak,4155
PM-2024-008,2026-01-14 06:27:02,Error,Critical,Battery voltage low,5596
PM-2024-004,2026-02-05 14:30:02,Info,Medium,Abnormal heart rhythm detected,3117
PM-2024-001,2026-02-05 03:27:02,Warning,Medium,Connection lost,2920
PM-2024-001,2026-01-17 00:31:02,Info,Medium,Lead impedance high,9167
PM-2024-008,2026-01-18 18:57:02,Critical,Critical,Abnormal heart rhythm detected,3869
PM-2024-008,2026-01-13 20:23:02,Warning,Medium,Sensor calibration needed,8520
PM-2024-009,2026-01-22 23:52:02,Warning,Medium,Abnormal heart rhythm detected,1837
PM-2024-010,2026-01-19 11:05:02,Warning,Medium,Communication timeout,7769
PM-2024-010,2026-01-23 23:34:02,Info,Medium,Abnormal heart rhythm detected,6979
PM-2024-006,2026-01-11 23:25:02,Warning,Medium,Sensor calibration needed,3550
PM-2024-008,2026-02-08 09:09:02,Info,Medium,Pacing threshold exceeded,2232
PM-2024-009,2026-02-03 14:08:02,Warning,Low,Connection lost,8191
PM-2024-010,2026-01-21 14:54:02,Info,Low,Firmware update required,8707
PM-2024-007,2026-01-25 07:19:02,Warning,Low,Communication timeout,3611
PM-2024-004,2026-01-18 14:01:02,Critical,Critical,Connection lost,2506
PM-2024-004,2026-02-03 13:58:02,Warning,Medium,Abnormal heart rhythm detected,1966
PM-2024-007,2026-01-29 18:45:02,Critical,Critical,Connection lost,6545
PM-2024-007,2026-01-24 07:36:02,Info,Low,Telemetry signal weak,1728
PM-2024-005,2026-01-17 23:33:02,Warning,Low,Connection lost,4902
PM-2024-006,2026-01-11 13:56:02,Warning,Low,Abnormal heart rhythm detected,6773
PM-2024-006,2026-01-20 22:52:02,Warning,Medium,Data corruption detected,1142
PM-2024-009,2026-01-17 03:21:02,Critical,High,Power supply fluctuation,7198
PM-2024-009,2026-01-27 14:31:02,Error,High,Lead impedance high,8800
PM-2024-006,2026-01-15 10:58:02,Critical,Critical,Power supply fluctuation,2016
PM-2024-007,2026-02-07 18:54:02,Warning,Low,Temperature threshold exceeded,1994
PM-2024-002,2026-02-03 17:02:02,Info,Medium,Battery voltage low,6565
PM-2024-001,2026-01-19 02:57:02,Critical,High,Data corruption detected,7520
PM-2024-005,2026-01-17 03:40:02,Warning,Medium,Data corruption detected,1131
PM-2024-002,2026-01-29 14:25:02,Info,Low,Sensor calibration needed,3196
PM-2024-003,2026-01-17 23:00:02,Info,Medium,Firmware update required,7270
PM-2024-008,2026-01-20 21:20:02,Warning,Low,Sensor malfunction,5727
PM-2024-009,2026-02-08 03:44:02,Warning,Medium,Pacing threshold exceeded,2267
PM-2024-008,2026-01-24 21:02:02,Warning,Low,Lead impedance high,9359
PM-2024-002,2026-01-26 21:33:02,Warning,Low,Pacing threshold exceeded,7746
PM-2024-001,2026-01-18 19:17:02,Info,Low,Battery voltage low,7323
PM-2024-009,2026-01-19 15:51:02,Warning,Medium,Device overheating,3748
PM-2024-007,2026-01-25 15:01:02,Info,Medium,Lead impedance high,6014
PM-2024-008,2026-01-27 13:25:02,Info,Low,Data corruption detected,6335
PM-2024-008,2026-02-01 21:10:02,Critical,Critical,Data corruption detected,8549
PM-2024-007,2026-02-03 12:14:02,Critical,High,Telemetry signal weak,8610
PM-2024-002,2026-01-17 02:04:02,Warning,Medium,Abnormal heart rhythm detected,5398
PM-2024-001,2026-01-28 15:17:02,Warning,Low,Communication timeout,3424
PM-2024-008,2026-01-23 01:59:02,Warning,Low,Lead impedance high,1681
PM-2024-006,2026-02-03 04:55:02,Warning,Medium,Telemetry signal weak,1027
PM-2024-008,2026-01-23 16:22:02,Info,Medium,Power supply fluctuation,6359
PM-2024-004,2026-01-16 08:06:02,Warning,Low,Lead impedance high,7814
PM-2024-002,2026-01-29 03:57:02,Warning,Medium,Firmware update required,9731
PM-2024-004,2026-01-14 05:30:02,Error,High,Data corruption detected,6530
PM-2024-005,2026-01-24 18:27:02,Critical,High,Device overheating,4046
PM-2024-002,2026-01-11 21:51:02,Warning,Low,Power supply fluctuation,4230
PM-2024-003,2026-01-14 04:41:02,Info,Low,Memory checksum error,4759
PM-2024-002,2026-01-23 08:40:02,Error,Critical,Battery voltage low,3906
PM-2024-004,2026-01-18 22:49:02,Error,Critical,Temperature threshold exceeded,9276
PM-2024-008,2026-02-02 21:53:02,Warning,Medium,Telemetry signal weak,9785
PM-2024-006,2026-01-31 06:45:02,Info,Medium,Abnormal heart rhythm detected,2404
PM-2024-001,2026-01-17 20:11:02,Info,Low,Communication timeout,3351
PM-2024-001,2026-02-07 21:52:02,Info,Low,Battery voltage low,8649
PM-2024-008,2026-01-22 23:43:02,Warning,Medium,Telemetry signal weak,5552
PM-2024-004,2026-02-03 13:04:02,Error,Critical,Telemetry signal weak,6335
PM-2024-008,2026-01-11 08:16:02,Error,High,Communication timeout,3825
PM-2024-001,2026-01-11 19:23:02,Error,Critical,Abnormal heart rhythm detected,7047
PM-2024-009,2026-01-16 08:45:02,Info,Low,Lead impedance high,8287
PM-2024-003,2026-01-31 13:52:02,Info,Low,Abnormal heart rhythm detected,6924
PM-2024-005,2026-02-04 11:03:02,Warning,Medium,Power supply fluctuation,3798
PM-2024-010,2026-01-31 19:12:02,Info,Medium,Firmware update required,7554
PM-2024-004,2026-01-17 10:28:02,Critical,Critical,Connection lost,5584
PM-2024-007,2026-01-21 19:20:02,Error,High,Data corruption detected,5135
PM-2024-004,2026-01-23 16:55:02,Info,Medium,Abnormal heart rhythm detected,6343
PM-2024-003,2026-01-12 02:42:02,Info,Medium,Pacing threshold exceeded,9229
PM-2024-005,2026-01-23 19:15:02,Critical,Critical,Lead impedance high,9132
PM-2024-005,2026-01-25 04:41:02,Info,Medium,Communication timeout,8534
PM-2024-005,2026-01-31 04:14:02,Error,Critical,Connection lost,6339
PM-2024-003,2026-01-23 13:56:02,Info,Medium,Communication timeout,2449
PM-2024-002,2026-01-13 01:39:02,Warning,Low,Firmware update required,2084
PM-2024-010,2026-01-12 09:15:02,Warning,Medium,Firmware update required,8686
PM-2024-010,2026-01-24 21:29:02,Warning,Medium,Data corruption detected,7806
PM-2024-004,2026-02-05 06:35:02,Info,Medium,Memory checksum error,2940
PM-2024-001,2026-01-20 08:11:02,Warning,Medium,Data corruption detected,3645
PM-2024-005,2026-01-22 04:31:02,Info,Medium,Power supply fluctuation,5695
PM-2024-007,2026-01-13 03:28:02,Info,Low,Data corruption detected,3875
PM-2024-010,2026-02-06 11:00:02,Info,Low,Telemetry signal weak,8315
PM-2024-003,2026-01-18 11:49:02,Warning,Low,Sensor calibration needed,9333
PM-2024-008,2026-01-31 08:32:02,Critical,Critical,Firmware update required,5914
PM-2024-001,2026-01-17 12:17:02,Warning,Low,Sensor malfunction,7643
PM-2024-008,2026-02-04 23:34:02,Info,Medium,Sensor calibration needed,1461
PM-2024-005,2026-01-27 11:54:02,Warning,Low,Device overheating,2599
PM-2024-002,2026-02-06 04:16:02,Info,Medium,Firmware update required,9022
PM-2024-004,2026-01-30 17:46:02,Info,Low,Data corruption detected,8792
PM-2024-007,2026-01-17 23:43:02,Info,Low,Lead impedance high,5099
PM-2024-005,2026-02-01 17:32:02,Warning,Low,Sensor calibration needed,3748
PM-2024-002,2026-01-30 04:01:02,Info,Low,Pacing threshold exceeded,9702
PM-2024-004,2026-02-08 01:47:02,Info,Medium,Connection lost,4401
PM-2024-002,2026-01-24 12:21:02,Info,Low,Communication timeout,7880
PM-2024-004,2026-02-06 04:25:02,Info,Low,Power supply fluctuation,7354
PM-2024-002,2026-01-28 16:35:02,Warning,Medium,Firmware update required,3378
PM-2024-001,2026-01-17 01:25:02,Error,High,Sensor calibration needed,3883
PM-2024-003,2026-02-01 05:44:02,Critical,High,Lead impedance high,3180
PM-2024-003,2026-01-10 07:00:02,Critical,Critical,Firmware update required,8304
PM-2024-008,2026-02-07 10:00:02,Warning,Medium,Sensor malfunction,2765
PM-2024-004,2026-01-12 06:39:02,Warning,Low,Lead impedance high,2400
PM-2024-003,2026-01-31 11:47:02,Critical,High,Telemetry signal weak,1178
PM-2024-002,2026-01-13 09:11:02,Info,Medium,Telemetry signal weak,8868
PM-2024-007,2026-01-18 18:01:02,Info,Low,Telemetry signal weak,3276
PM-2024-003,2026-01-30 18:18:02,Warning,Medium,Lead impedance high,9558
PM-2024-007,2026-01-30 07:32:02,Warning,Medium,Lead impedance high,1228
PM-2024-003,2026-02-08 08:07:02,Error,High,Data corruption detected,6410
PM-2024-009,2026-01-29 21:06:02,Info,Medium,Memory checksum error,7594
PM-2024-008,2026-01-25 00:07:02,Info,Medium,Sensor calibration needed,9643
PM-2024-001,2026-02-05 00:54:02,Warning,Low,Lead impedance high,5494
PM-2024-005,2026-01-10 11:21:02,Warning,Low,Connection lost,3879
PM-2024-004,2026-02-01 05:17:02,Warning,Medium,Abnormal heart rhythm detected,5081
PM-2024-001,2026-02-06 17:58:02,Warning,Medium,Sensor malfunction,8929
PM-2024-002,2026-01-31 13:20:02,Info,Low,Battery voltage low,3421
PM-2024-002,2026-01-16 01:17:02,Warning,Medium,Lead impedance high,4589
PM-2024-007,2026-01-18 06:27:02,Error,High,Telemetry signal weak,5233
PM-2024-008,2026-01-17 12:20:02,Info,Low,Device overheating,9952
PM-2024-010,2026-01-15 19:08:02,Warning,Medium,Abnormal heart rhythm detected,3327
PM-2024-003,2026-01-23 12:25:02,Error,Critical,Battery voltage low,2833
PM-2024-006,2026-02-04 23:17:02,Warning,Medium,Battery voltage low,4442
PM-2024-007,2026-01-22 21:03:02,Info,Medium,Telemetry signal weak,4756
PM-2024-005,2026-01-24 08:01:02,Warning,Medium,Memory checksum error,2503
PM-2024-001,2026-02-07 04:26:02,Warning,Low,Communication timeout,4146
PM-2024-009,2026-02-07 00:42:02,Warning,Low,Memory checksum error,2985
PM-2024-004,2026-01-12 14:37:02,Critical,High,Abnormal heart rhythm detected,3642
PM-2024-008,2026-01-21 08:15:02,Info,Low,Connection lost,8461
PM-2024-010,2026-01-12 00:56:02,Info,Medium,Battery voltage low,5772
PM-2024-010,2026-02-06 03:18:02,Error,Critical,Battery voltage low,8417
PM-2024-005,2026-01-15 14:28:02,Info,Low,Communication timeout,1749
PM-2024-004,2026-01-16 22:45:02,Info,Medium,Sensor calibration needed,3200
PM-2024-006,2026-01-11 21:31:02,Info,Low,Device overheating,8669
PM-2024-009,2026-02-07 18:19:02,Warning,Low,Power supply fluctuation,5126
PM-2024-002,2026-02-08 16:48:02,Warning,Medium,Device overheating,3421
PM-2024-002,2026-01-26 04:31:02,Info,Medium,Data corruption detected,6237
PM-2024-009,2026-01-10 14:18:02,Error,High,Memory checksum error,4283
PM-2024-009,2026-01-16 21:23:02,Warning,Medium,Temperature threshold exceeded,6656
PM-2024-003,2026-01-15 02:22:02,Warning,Medium,Abnormal heart rhythm detected,2875
PM-2024-003,2026-01-27 16:31:02,Info,Low,Temperature threshold exceeded,4329
PM-2024-006,2026-01-16 12:36:02,Warning,Medium,Memory checksum error,1269
PM-2024-010,2026-01-20 01:02:02,Info,Low,Lead impedance high,4068
PM-2024-008,2026-02-04 02:16:02,Info,Low,Abnormal heart rhythm detected,9669
PM-2024-004,2026-02-01 02:06:02,Error,High,Pacing threshold exceeded,6352
PM-2024-005,2026-01-26 07:32:02,Critical,High,Temperature threshold exceeded,3859
PM-2024-001,2026-01-27 02:26:02,Warning,Medium,Firmware update required,3601
PM-2024-009,2026-01-21 08:48:02,Info,Medium,Sensor calibration needed,5331
PM-2024-008,2026-01-29 03:46:02,Critical,High,Telemetry signal weak,2385
PM-2024-005,2026-01-11 15:17:02,Warning,Medium,Telemetry signal weak,5577
PM-2024-008,2026-01-22 22:32:02,Info,Low,Battery voltage low,7732
PM-2024-003,2026-02-07 14:15:02,Critical,High,Power supply fluctuation,5809
PM-2024-004,2026-01-18 20:31:02,Critical,Critical,Lead impedance high,7093
PM-2024-010,2026-01-10 05:47:02,Warning,Medium,Communication timeout,5777
PM-2024-006,2026-01-23 01:54:02,Critical,High,Data corruption detected,1397
PM-2024-010,2026-01-25 22:24:02,Error,Critical,Power supply fluctuation,5379
PM-2024-007,2026-01-30 08:49:02,Error,Critical,Abnormal heart rhythm detected,2114
PM-2024-008,2026-01-24 05:01:02,Error,High,Connection lost,8970
PM-2024-005,2026-01-23 10:10:02,Critical,Critical,Sensor malfunction,7757
PM-2024-006,2026-01-17 02:31:02,Warning,Medium,Device overheating,4687
PM-2024-008,2026-01-10 14:07:02,Warning,Low,Communication timeout,2977
PM-2024-004,2026-02-01 00:04:02,Warning,Medium,Telemetry signal weak,7804
PM-2024-010,2026-01-10 09:25:02,Warning,Medium,Communication timeout,5718
PM-2024-001,2026-02-05 10:25:02,Warning,Medium,Data corruption detected,2514
PM-2024-005,2026-01-13 09:04:02,Warning,Low,Power supply fluctuation,9957
PM-2024-005,2026-02-05 22:04:02,Warning,Medium,Abnormal heart rhythm detected,1847
PM-2024-008,2026-01-22 20:55:02,Info,Medium,Temperature threshold exceeded,5992
PM-2024-003,2026-01-27 01:11:02,Critical,High,Sensor calibration needed,7122
PM-2024-002,2026-01-16 20:50:02,Warning,Low,Battery voltage low,8982
PM-2024-007,2026-01-17 18:42:02,Error,Critical,Data corruption detected,5574
PM-2024-002,2026-01-30 08:02:02,Info,Low,Telemetry signal weak,4326
PM-2024-005,2026-01-17 18:10:02,Warning,Medium,Abnormal heart rhythm detected,2964
PM-2024-006,2026-01-21 02:23:02,Warning,Medium,Memory checksum error,3839
PM-2024-007,2026-01-11 07:20:02,Error,Critical,Sensor malfunction,1838
PM-2024-002,2026-01-28 21:10:02,Info,Low,Battery voltage low,1971
PM-2024-009,2026-01-13 20:52:02,Warning,Low,Memory checksum error,7176
PM-2024-010,2026-01-09 23:46:02,Warning,Low,Power supply fluctuation,1688
PM-2024-009,2026-01-13 11:42:02,Warning,Low,Communication timeout,5026
PM-2024-007,2026-02-03 10:38:02,Critical,High,Memory checksum error,3541
PM-2024-007,2026-02-01 20:29:02,Warning,Medium,Lead impedance high,6883
PM-2024-003,2026-01-17 10:46:02,Info,Low,Abnormal heart rhythm detected,7281
PM-2024-001,2026-02-06 08:00:02,Info,Medium,Battery voltage low,3523
PM-2024-006,2026-01-18 05:30:02,Warning,Medium,Abnormal heart rhythm detected,3305
PM-2024-004,2026-01-25 05:38:02,Info,Low,Telemetry signal weak,4070
PM-2024-003,2026-01-26 20:27:02,Critical,Critical,Telemetry signal weak,6834
PM-2024-009,2026-01-29 13:19:02,Info,Medium,Data corruption detected,6313
PM-2024-010,2026-01-29 05:25:02,Warning,Low,Battery voltage low,2044
PM-2024-005,2026-01-19 19:57:02,Warning,Low,Pacing threshold exceeded,9340
PM-2024-008,2026-02-08 15:52:02,Critical,High,Pacing threshold exceeded,8252
PM-2024-004,2026-01-17 17:45:02,Warning,Medium,Abnormal heart rhythm detected,6805
PM-2024-007,2026-02-01 15:13:02,Error,Critical,Abnormal heart rhythm detected,4694
PM-2024-009,2026-01-17 13:26:02,Warning,Low,Sensor malfunction,7753
PM-2024-003,2026-01-24 09:45:02,Error,High,Power supply fluctuation,2147
PM-2024-007,2026-01-20 05:53:02,Info,Low,Data corruption detected,5988
PM-2024-004,2026-01-21 15:32:02,Warning,Low,Device overheating,8784
PM-2024-006,2026-01-20 22:14:02,Warning,Medium,Device overheating,8860
PM-2024-008,2026-01-27 13:44:02,Warning,Low,Battery voltage low,2037
PM-2024-008,2026-01-14 04:29:02,Warning,Medium,Device overheating,9633
PM-2024-005,2026-02-05 00:05:02,Warning,Medium,Connection lost,5356
PM-2024-009,2026-02-04 01:24:02,Error,Critical,Sensor calibration needed,6946
PM-2024-002,2026-01-31 19:26:02,Info,Low,Sensor malfunction,9336
PM-2024-008,2026-01-18 01:36:02,Info,Medium,Telemetry signal weak,6445
PM-2024-003,2026-02-03 17:59:02,Error,Critical,Sensor calibration needed,2442
PM-2024-005,2026-01-23 21:32:02,Critical,Critical,Pacing threshold exceeded,8855
PM-2024-008,2026-01-12 08:18:02,Info,Low,Telemetry signal weak,6955
PM-2024-005,2026-01-18 19:26:02,Warning,Low,Battery voltage low,6914
PM-2024-006,2026-01-22 20:44:02,Info,Low,Sensor calibration needed,6535
PM-2024-001,2026-01-10 03:03:02,Warning,Medium,Device overheating,6566
PM-2024-003,2026-01-26 06:17:02,Warning,Medium,Battery voltage low,1047
PM-2024-002,2026-01-31 11:41:02,Warning,Medium,Temperature threshold exceeded,8523
PM-2024-006,2026-02-03 09:29:02,Warning,Medium,Device overheating,9094
PM-2024-001,2026-02-01 15:21:02,Info,Medium,Sensor malfunction,7660
PM-2024-001,2026-01-16 07:21:02,Info,Medium,Battery voltage low,2339
PM-2024-008,2026-02-03 18:22:02,Info,Medium,Abnormal heart rhythm detected,4664
PM-2024-008,2026-01-20 23:22:02,Info,Medium,Data corruption detected,5310
PM-2024-002,2026-02-03 08:03:02,Error,Critical,Power supply fluctuation,3063
PM-2024-008,2026-02-01 01:49:02,Info,Medium,Sensor malfunction,2050
PM-2024-006,2026-01-18 23:50:02,Info,Medium,Power supply fluctuation,8016
PM-2024-010,2026-01-27 13:36:02,Warning,Medium,Device overheating,3896
PM-2024-004,2026-01-12 22:06:02,Warning,Low,Sensor malfunction,8944
PM-2024-004,2026-01-23 16:43:02,Critical,High,Sensor calibration needed,9676
PM-2024-001,2026-02-04 12:11:02,Error,High,Memory checksum error,2858
PM-2024-001,2026-01-16 12:09:02,Info,Low,Power supply fluctuation,2830
PM-2024-003,2026-02-03 09:36:02,Error,High,Sensor calibration needed,4586
PM-2024-007,2026-01-24 12:37:02,Info,Low,Sensor malfunction,1962
PM-2024-009,2026-01-18 07:40:02,Critical,Critical,Connection lost,9081
PM-2024-008,2026-01-17 03:08:02,Info,Low,Lead impedance high,3905
PM-2024-009,2026-01-21 23:52:02,Info,Medium,Power supply fluctuation,2560
PM-2024-007,2026-02-04 20:20:02,Info,Low,Firmware update required,5060
PM-2024-004,2026-01-17 17:20:02,Info,Low,Lead impedance high,3005
PM-2024-010,2026-01-19 14:55:02,Info,Medium,Memory checksum error,5412
PM-2024-006,2026-01-24 21:34:02,Info,Medium,Lead impedance high,7821
PM-2024-001,2026-01-16 23:20:02,Info,Medium,Temperature threshold exceeded,2799
PM-2024-005,2026-01-17 15:53:02,Warning,Low,Telemetry signal weak,4322
PM-2024-010,2026-02-04 00:35:02,Error,High,Lead impedance high,9467
PM-2024-001,2026-01-12 03:43:02,Critical,High,Power supply fluctuation,1608
PM-2024-004,2026-01-13 15:03:02,Error,High,Power supply fluctuation,3535
PM-2024-001,2026-02-06 21:24:02,Warning,Low,Battery voltage low,5713
PM-2024-001,2026-02-08 04:29:02,Warning,Medium,Lead impedance high,6357
PM-2024-007,2026-01-27 18:11:02,Warning,Medium,Connection lost,1047
PM-2024-002,2026-02-04 18:17:02,Info,Low,Lead impedance high,1457
PM-2024-002,2026-01-21 22:54:02,Warning,Medium,Lead impedance high,9596
PM-2024-010,2026-01-13 23:57:02,Warning,Low,Telemetry signal weak,1123
PM-2024-001,2026-01-24 14:14:02,Critical,Critical,Device overheating,7321
PM-2024-006,2026-01-15 12:49:02,Warning,Medium,Memory checksum error,8778
PM-2024-001,2026-01-15 01:39:02,Warning,Medium,Device overheating,9376
PM-2024-006,2026-01-10 18:19:02,Info,Low,Abnormal heart rhythm detected,7821
PM-2024-005,2026-01-16 21:01:02,Warning,Low,Temperature threshold exceeded,1554
PM-2024-004,2026-01-31 08:07:02,Warning,Medium,Pacing threshold exceeded,6449
